Asset,OS,IP,MAC,TPM,IsLaptop,Domain
FC45004df0,Windows 10,46.229.130.130,6b31c0a6-df02-4bb6-9170-d23a736c0f7e,2.2,0,Contaso
FCdc8109bd,Windows Server 2012,171.199.60.143,6be51c16-1e02-4217-84b3-960237af014c,1.3,1,Workgroup
FCfbf899bb,Windows 10,193.159.169.176,6c2d60a6-b091-44e6-839f-5e0eddfc03f8,1,1,Workgroup
FCe534651e,Windows Server 2012,85.224.124.153,6cbe1fe6-b4d3-455c-8685-90062e237587,1.3,1,Fomacose
FC5d3302ba,Windows 7,228.58.48.153,6cf288a6-7bd4-4991-b15b-e0a87faf7385,1.2,1,Contaso
FC8b74f512,Windows Server 2016,209.68.39.250,6d4b90dc-1e15-4537-be99-1f4812ff512e,1,1,Workgroup
FC9bef8fd2,Windows XP,114.174.25.72,6e263a86-3cef-4101-9427-199e0135aac9,1.2,1,HomePC
FC4fc9fa12,Windows Server 2016,191.101.207.217,6fb3996a-1552-49d7-bbf3-a91e33c938fa,1,1,Montoso
FCe9010740,Windows 10,91.33.251.203,6fc38b84-393d-42a6-b011-4ead5100de74,2,1,Workgroup
FC8035d9e6,Windows 10,214.152.95.175,70a4de2a-6f74-470f-a245-bf5a4bed82a4,1,0,Workgroup
FC97c29ec0,Windows 7,82.91.181.130,70e2611c-8cc0-4443-b82f-cf24e3745440,1.2,0,Workgroup
FCb154e815,Windows 7,74.11.113.51,726680bd-d110-4c7e-9d1c-2f64158d72ac,1.3,1,Workgroup
FCc0f8b58f,Windows 10,238.118.60.148,72938b9f-e4dc-475e-af31-032080309a59,1,1,Fomacose
FC64f7977a,Windows 10,176.76.16.190,74cad7a5-583e-4752-ba29-6cf7dcda2b43,1,0,Dev-Contiso
FC720d3bcf,Windows Server 2012,224.16.213.175,7536f4be-3298-460f-b358-20694c8182fa,2,1,Workgroup
FC0008d32e,Windows 10,194.224.24.217,75f785ab-a782-447e-99e7-e67b30a02d06,2.2,0,Montoso
FCfcf28d9c,Windows Server 2003,134.164.218.238,7657cff0-3bf1-47c9-982c-5e35d32c711f,1.3,1,Dev-Contiso
FCcd81fecb,Windows 7,215.104.106.178,77235806-eac0-4528-99c4-0e76a149a2b3,1.2,0,Workgroup
FC10eb4524,Windows Server 2016,186.144.30.205,7778b1d1-af1b-49a8-8cc5-799d673ace6e,1,1,Workgroup
FC97e177b8,Windows Server 2012,147.209.70.61,778987a2-4cf7-4ca1-9548-2822b78113f0,1.3,1,Oldcompany.com
FC660d0c61,Windows 7,245.162.23.52,7818c113-0b0e-489f-8ce2-344340c74e09,1.3,0,Workgroup
FCc0061210,Windows 10,185.29.162.148,78b8320a-2b8a-4f4d-b1f3-eb3a3c8734a4,1,0,Fomacose
FCb51aea57,Windows 10,255.36.110.119,78cbff8b-dce7-4300-a38d-96d966ce4e57,2.2,0,Workgroup
FCfffc5c35,Windows 10,224.183.235.94,79e9c09d-bc81-4197-b0b2-d30d27bd2663,1,0,Contaso
FC13307189,Windows Server 2016,70.128.77.192,7a57fe20-6fd0-4ae8-837e-5028659f2d67,1,1,Workgroup
FCf401b97b,Windows Server 2016,207.52.127.63,7b993ac1-6a37-4345-a52b-de06f0958b45,1.2,0,Montoso
FC45ee4049,Windows 10,124.15.183.21,7dcd2602-0166-427a-8460-f38840d2a5e8,1.3,0,Montoso
FC45993dae,Windows Server 2016,113.151.205.83,7dfc6156-bd5f-4938-a792-64c0a7aa58be,2,0,Workgroup
FC575a1b6c,Windows 7,103.92.96.253,7ee38ea8-2738-47fd-b69e-3ed6556f37d5,1.3,0,Fomacose
FCc80eb9ba,Windows Server 2016,205.123.208.132,7efc95db-f9c6-4f8f-9c9b-2c216389c4d2,2,1,Workgroup
FC59b641b5,Windows 10,101.246.255.3,7f3b5a1c-822d-40a9-af2a-dafe224ca18d,1,0,Workgroup
FC8272d258,Windows 7,177.106.57.92,7f533523-4235-435a-a403-a1f7acff2b27,1,0,Montoso
FCbbaa91c0,Windows Server 2016,173.88.242.172,7f926c08-a463-4788-bc35-ac44db5d2efb,1,0,Workgroup
FCd86983da,Windows Server 2012,106.40.236.213,7fd64bf0-f21d-485f-aeb9-9c56bb7078f0,1.3,0,Workgroup
FC1e068ece,Windows 10,32.64.131.243,7fee988e-51f8-4ddc-a170-315507b9b13b,2.2,1,Workgroup
FC349f9fdb,Windows Server 2016,210.56.242.79,80082eb7-67bb-461a-9e37-681512810044,2.2,0,Workgroup
FCa01f509d,Windows 7,75.177.99.116,806b43f5-85da-42a7-9a7c-ef91660459d1,2,0,Workgroup
FCbb44beb6,Windows 10,48.213.64.121,80d5a49c-32e7-4cfc-87dc-e8a17cc3037c,2.2,0,Workgroup
FC28665713,Windows 10,1.3.18.111,80faf23e-07c6-4a9a-a6e5-e6e64313f580,1,0,Contaso
FCf2368575,Windows 10,126.218.6.114,81533530-66ac-4618-a742-7bce5c87d333,1,1,Workgroup
FC655799,Windows 7,138.214.40.160,81614ca5-699b-4534-8461-19310eaf65c6,1,1,Oldcompany.com
FCeeab2e67,Windows Server 2016,226.112.2.201,81d54213-c657-492e-acb3-c7230b625344,1.2,0,Montoso
FC610c73d4,Windows 10,50.196.13.232,8222f3fd-6644-4423-969e-3735c284d194,1,1,Workgroup
FC7fd281ab,Windows Server 2012,147.54.173.62,822579a8-8e69-450c-a225-23780b4676a5,1.3,0,Montoso
FC4569245f,Windows Server 2003,65.149.2.41,82f4871b-5592-434c-ba09-e29c3c125e73,2,0,Fomacose
FC88af5a41,Windows 10,153.56.77.171,831f2d21-311c-4895-9276-5bc5f0b66217,1,1,Workgroup
FC033e0557,Windows 7,80.225.244.16,839df43b-3a2c-44e3-ae8b-8f167dfe9747,1.3,0,Montoso
FCeacfde4c,Windows Server 2016,189.173.52.111,83d2fbf5-9095-4393-8efc-9f6ebf21c6d6,2,1,Fomacose
FC95d696de,Windows Server 2016,244.244.212.233,8543f862-0530-448b-8b78-5fe23f8aeea2,1,1,Workgroup
FC254db515,Windows 7,43.22.147.228,85988a08-e9c2-4d68-b649-6dfea7dc5c16,1,0,Fomacose
FC56171cb1,Windows 7,9.246.46.15,86cc49dd-9f52-4930-80c3-989b8e6b692c,2,0,Workgroup
FC5cd07c10,Windows Server 2012,169.152.187.43,8725d63d-962f-4a68-a043-b44f2164d6de,1.3,0,Montoso
FCc76b3e38,Windows Server 2016,64.233.18.127,8742745e-84d4-4dac-a99d-967b7e384305,2.2,0,Workgroup
FCff8ff26e,Windows 10,179.193.223.102,8840f17f-480c-468f-b360-ddc56ebfe317,1,0,Workgroup
FC7665313b,Windows Server 2016,170.67.66.145,88d30bd6-bf47-4478-b407-3f1094442785,1,0,Fomacose
FC2d2a8317,Windows 7,119.13.157.225,8b0cd005-0e77-4b84-943e-0eb878880981,2,0,Fomacose
FC11285ba2,Windows 10,49.15.129.45,8b83688a-ebe1-4706-ae95-c4b4f9422468,1,1,Workgroup
FC2b13eb91,Windows 7,149.93.44.11,8bdd07c0-b235-45e1-aa3e-36ad64fb1322,1.2,1,Workgroup
FCeb70da9c,Windows Server 2016,204.60.78.125,8c144c03-5a12-4efb-ade4-e368653850ff,2.2,1,Workgroup
FC529b0958,Windows 10,141.6.188.134,8cbbb018-674e-4702-955e-de5181d3c59b,2.2,0,Contaso
FC13eff4e8,Windows Server 2016,159.181.250.32,8d35945c-48ea-4d5e-976b-4f50d00ff275,1,0,Yolocosa
FCf887176a,Windows 7,238.191.236.117,8d6dd53a-aa44-46f2-a41d-d44b55bee127,1.2,1,Workgroup
FC2a282504,Windows 7,222.207.226.226,8dc76b48-f8e9-4a52-8d7e-4025475a9387,1.2,1,Contaso
FC7b7cbbe6,Windows 10,244.28.180.119,8e713531-722d-41e6-a9c2-a130210a12a1,2.2,1,Contaso
FC43ad07e4,Windows 10,113.85.147.12,8f57b396-8b02-4812-8a5a-be8d49a01eb5,1.3,0,Fomacose
FC039101b4,Windows 7,92.110.49.245,8ffa437a-1352-476f-b580-106a4670cf81,1.3,1,Workgroup
FC1476045,Windows Server 2012,92.94.172.55,90018524-7928-40ad-a75d-aff37b19f40e,2,0,Workgroup
FC4d5a9472,Windows 10,109.140.186.1,90581ee6-07d1-47a7-8a19-8adec681f44c,1,0,Workgroup
FC2e19dce7,Windows 10,57.121.132.160,91975227-8075-403c-8b19-12dfeccf72ab,1,1,Workgroup
